"id","usagecounter","appver","datecreated"
10577562,0,"0.0.0","2020-09-12 17:16:17"
10577561,0,"0.0.0","2020-09-12 17:16:09"
10577560,0,"0.0.0","2020-09-12 17:15:53"
10577559,2,"4.9.1","2020-09-12 16:37:38"
10577558,1,"58","2020-09-12 15:48:42"
10577557,2,"4.9.1","2020-09-12 14:45:49"
10577556,3,"3.5","2020-09-12 14:27:02"
10577555,20,"4.9.1","2020-09-12 14:19:15"
10577554,2,"3.5","2020-09-12 14:06:40"
10577553,1,"58","2020-09-12 14:04:27"
10577552,1,"58","2020-09-12 11:44:53"
10577551,25,"4.9.1","2020-09-12 08:59:44"
10577550,1,"58","2020-09-12 08:52:25"
10577549,1,"58","2020-09-12 08:21:33"
10577548,5,"4.9.1","2020-09-12 07:10:44"
10577547,1,"3.5","2020-09-12 07:08:04"
10577546,1,"3.5","2020-09-12 07:07:14"
10577545,1,"58","2020-09-12 07:00:35"
10577544,1,"58","2020-09-12 06:19:50"
10577543,0,"0.0.0","2020-09-12 06:19:44"
10577542,77,"58","2020-09-12 05:59:31"
10577541,301,"62","2020-09-12 05:39:18"
10577540,35,"4.9.1","2020-09-12 05:12:12"
10577539,1,"58","2020-09-12 03:27:56"
10577538,1,"58","2020-09-12 03:27:50"
10577537,1,"58","2020-09-12 03:27:45"
10577536,7,"4.9.1","2020-09-12 01:38:08"
10577535,3,"3.5","2020-09-12 00:53:01"
10577534,7,"4.9.1","2020-09-12 00:39:04"
10577533,10,"3.5","2020-09-11 22:31:19"
10577532,846,"62","2020-09-11 21:40:04"
10577531,2,"3.5","2020-09-11 21:33:12"
10577530,1,"58","2020-09-11 20:33:27"
10577529,1,"3.5","2020-09-11 20:09:25"
10577528,1,"3.5","2020-09-11 19:38:28"
10577527,1,"3.5","2020-09-11 19:30:32"
10577526,2,"3.5","2020-09-11 19:20:56"
10577525,27,"3.5","2020-09-11 17:38:42"
10577524,1,"58","2020-09-11 15:35:25"
10577523,2,"3.5","2020-09-11 15:22:45"
10577522,1,"3.5","2020-09-11 14:25:34"
10577521,44,"4.9.1","2020-09-11 13:46:26"
10577520,2,"58","2020-09-11 13:23:28"
10577519,1,"58","2020-09-11 13:14:57"
10577518,2,"3.5","2020-09-11 13:07:18"
10577517,1,"3.5","2020-09-11 12:43:01"
10577516,4,"4.9.1","2020-09-11 12:03:43"
10577515,1,"58","2020-09-11 11:40:19"
10577514,1,"58","2020-09-11 11:40:12"
10577513,23,"4.9.1","2020-09-11 11:35:52"
10577512,3,"3.5","2020-09-11 11:28:50"
10577511,1,"58","2020-09-11 11:17:20"
10577510,1,"58","2020-09-11 11:17:05"
10577509,9,"3.5","2020-09-11 10:49:35"
10577508,359,"58","2020-09-11 10:27:07"
10577507,1,"3.5","2020-09-11 10:16:01"
10577506,52,"58","2020-09-11 09:17:58"
10577505,1,"58","2020-09-11 09:17:47"
10577504,150,"62","2020-09-11 09:04:49"
10577503,1,"58","2020-09-11 09:04:43"
10577502,30,"58","2020-09-11 08:45:08"
10577501,4,"3.5","2020-09-11 08:40:05"
10577500,1,"58","2020-09-11 08:17:30"
10577499,2,"3.5","2020-09-11 06:55:58"
10577498,3,"3.5","2020-09-11 05:50:26"
10577497,2,"3.5","2020-09-11 05:28:54"
10577496,1,"3.5","2020-09-11 04:24:16"
10577495,2,"3.5","2020-09-11 02:28:06"
10577494,2,"3.5","2020-09-11 01:02:56"
10577493,2,"58","2020-09-11 00:33:19"
10577492,0,"0.0.0","2020-09-11 00:33:10"
10577491,1,"58","2020-09-11 00:32:44"
10577490,2,"58","2020-09-11 00:28:15"
10577489,1,"58","2020-09-11 00:26:57"
10577488,12,"4.9.1","2020-09-10 23:52:18"
10577487,303,"58","2020-09-10 23:35:11"
10577486,1,"3.5","2020-09-10 22:57:15"
10577485,9,"3.5","2020-09-10 22:41:56"
10577484,1,"58","2020-09-10 22:40:40"
10577483,1,"58","2020-09-10 22:40:36"
10577482,9,"4.9.1","2020-09-10 22:38:56"
10577481,3,"4.9.1","2020-09-10 22:34:45"
10577480,2,"3.5","2020-09-10 21:47:51"
10577479,1,"58","2020-09-10 21:20:37"
10577478,1,"58","2020-09-10 21:20:28"
10577477,1,"58","2020-09-10 20:54:27"
10577476,9,"4.9.1","2020-09-10 20:49:07"
10577475,4,"4.9.1","2020-09-10 20:19:20"
10577474,1,"58","2020-09-10 20:08:34"
10577473,0,"0.0.0","2020-09-10 20:08:31"
10577472,0,"0.0.0","2020-09-10 20:08:27"
10577471,1,"58","2020-09-10 20:08:23"
10577470,1,"58","2020-09-10 20:08:17"
10577469,19,"4.9.1","2020-09-10 19:54:32"
10577468,19,"4.9.1","2020-09-10 19:07:36"
10577467,6,"3.5","2020-09-10 18:30:33"
10577466,2,"3.5","2020-09-10 17:49:25"
10577465,27,"58","2020-09-10 17:37:35"
10577464,0,"0.0.0","2020-09-10 17:37:32"
10577463,0,"0.0.0","2020-09-10 17:37:28"
10577462,0,"0.0.0","2020-09-10 17:35:25"
10577461,0,"0.0.0","2020-09-10 17:34:08"
10577460,0,"0.0.0","2020-09-10 17:34:03"
10577459,0,"0.0.0","2020-09-10 17:34:00"
10577458,0,"0.0.0","2020-09-10 17:33:42"
10577457,3,"4.9.1","2020-09-10 16:41:00"
10577456,1,"58","2020-09-10 15:39:57"
10577455,16,"4.9.1","2020-09-10 15:28:00"
10577454,1,"3.5","2020-09-10 13:22:41"
10577453,1,"3.5","2020-09-10 10:15:22"
10577452,1,"58","2020-09-10 08:47:21"
10577451,181,"58","2020-09-10 07:23:22"
10577450,3,"3.5","2020-09-10 06:28:37"
10577449,15,"3.5","2020-09-10 05:12:10"
10577448,1,"58","2020-09-10 03:24:12"
10577447,9,"4.9.1","2020-09-10 01:52:24"
10577446,2,"3.5","2020-09-10 01:08:35"
10577445,335,"65","2020-09-10 00:52:07"
10577444,0,"0.0.0","2020-09-10 00:52:05"
10577443,1,"58","2020-09-10 00:52:01"
10577442,6,"58","2020-09-09 23:47:06"
10577441,32,"58","2020-09-09 23:37:45"
10577440,1,"58","2020-09-09 23:18:21"
10577439,12,"4.9.1","2020-09-09 21:39:22"
10577438,8,"58","2020-09-09 21:35:43"
10577437,10,"3.5","2020-09-09 20:44:14"
10577436,1,"58","2020-09-09 19:04:34"
10577435,133,"4.9.1","2020-09-09 18:20:22"
10577434,1,"58","2020-09-09 18:09:49"
10577433,1,"58","2020-09-09 18:09:45"
10577432,6,"3.5","2020-09-09 18:07:14"
10577431,1,"3.5","2020-09-09 18:07:03"
10577430,3,"3.5","2020-09-09 18:00:49"
10577429,3,"58","2020-09-09 14:24:43"
10577428,2,"3.5","2020-09-09 14:18:51"
10577427,2,"3.5","2020-09-09 14:18:01"
10577426,1,"3.5","2020-09-09 14:16:10"
10577425,2,"3.5","2020-09-09 13:07:21"
10577424,2,"3.5","2020-09-09 12:47:55"
10577423,748,"62","2020-09-09 12:24:20"
10577422,4,"3.5","2020-09-09 12:18:33"
10577421,0,"0.0.0","2020-09-09 12:18:13"
10577420,1,"58","2020-09-09 12:18:08"
10577419,15,"4.9.1","2020-09-09 11:46:15"
10577418,1,"58","2020-09-09 11:16:45"
10577417,9,"4.9.1","2020-09-09 11:08:18"
10577416,26,"58","2020-09-09 10:58:44"
10577415,1,"58","2020-09-09 10:58:40"
10577414,1,"58","2020-09-09 10:20:51"
10577413,1,"58","2020-09-09 10:20:42"
10577412,14,"58","2020-09-09 10:19:36"
10577411,0,"0.0.0","2020-09-09 10:19:33"
10577410,290,"4.9.1","2020-09-09 10:14:10"
10577409,5,"3.5","2020-09-09 10:12:22"
10577408,3583,"58","2020-09-09 08:46:40"
10577407,16,"4.9.1","2020-09-09 08:15:41"
10577406,4,"3.5","2020-09-09 06:29:18"
10577405,1,"58","2020-09-09 06:11:41"
10577404,75,"4.9.1","2020-09-09 04:23:17"
10577403,2,"58","2020-09-09 03:42:00"
10577402,1,"3.5","2020-09-09 03:29:31"
10577401,5,"3.5","2020-09-09 00:19:06"
10577400,1,"58","2020-09-09 00:13:12"
10577399,1,"58","2020-09-09 00:13:08"
10577398,12,"4.9.1","2020-09-08 23:57:52"
10577397,1547,"58","2020-09-08 22:46:55"
10577396,1,"3.5","2020-09-08 21:53:45"
10577395,1,"3.5","2020-09-08 21:13:47"
10577394,1,"58","2020-09-08 20:56:09"
10577393,1,"58","2020-09-08 20:56:05"
10577392,1,"3.5","2020-09-08 20:37:45"
10577391,1,"58","2020-09-08 19:58:01"
10577390,2117,"65","2020-09-08 19:08:38"
10577389,0,"0.0.0","2020-09-08 19:08:33"
10577388,27,"58","2020-09-08 18:35:56"
10577387,4,"4.9.1","2020-09-08 18:26:06"
10577386,0,"0.0.0","2020-09-08 18:24:21"
10577385,244,"62","2020-09-08 16:10:44"
10577384,29,"4.9.1","2020-09-08 16:08:05"
10577383,1,"58","2020-09-08 15:53:30"
10577382,4,"4.9.1","2020-09-08 13:36:34"
10577381,5,"4.9.1","2020-09-08 12:00:47"
10577380,18934,"68","2020-09-08 11:55:55"
10577379,1,"58","2020-09-08 11:26:47"
10577378,3,"4.9.1","2020-09-08 10:21:05"
10577377,10,"58","2020-09-08 09:51:45"
10577376,0,"0.0.0","2020-09-08 09:51:40"
10577375,0,"0.0.0","2020-09-08 09:51:35"
10577374,2,"3.5","2020-09-08 09:47:54"
10577373,600,"62","2020-09-08 09:47:49"
10577372,4,"3.5","2020-09-08 08:48:18"
10577371,1,"3.5","2020-09-08 05:58:54"
10577370,534,"62","2020-09-08 05:28:22"
10577369,1,"58","2020-09-08 05:28:16"
10577368,3,"3.5","2020-09-08 03:09:05"
10577367,4,"3.5","2020-09-08 02:52:39"
10577366,4,"4.9.1","2020-09-08 02:17:48"
10577365,40,"58","2020-09-08 01:55:49"
10577364,13,"4.9.1","2020-09-08 01:55:40"
10577363,1,"58","2020-09-08 01:41:38"
10577362,0,"0.0.0","2020-09-08 01:41:35"
10577361,0,"0.0.0","2020-09-08 01:41:32"
10577360,1,"58","2020-09-08 01:41:28"
10577359,6,"3.5","2020-09-08 01:08:33"
10577358,5,"3.5","2020-09-08 01:00:09"
10577357,1,"58","2020-09-08 00:42:42"
10577356,3,"3.5","2020-09-08 00:09:20"
10577355,1,"58","2020-09-07 22:28:42"
10577354,15,"4.9.1","2020-09-07 22:03:08"
10577353,15,"4.9.1","2020-09-07 21:24:40"
10577352,1,"58","2020-09-07 20:52:24"
10577351,0,"0.0.0","2020-09-07 20:52:15"
10577350,1,"58","2020-09-07 20:52:04"
10577349,4,"3.5","2020-09-07 20:40:03"
10577348,1,"58","2020-09-07 20:35:45"
10577347,1,"58","2020-09-07 20:35:40"
10577346,4,"3.5","2020-09-07 19:52:08"
10577345,84,"4.9.1","2020-09-07 19:38:46"
10577344,206,"4.9.1","2020-09-07 18:49:56"
10577343,6,"3.5","2020-09-07 18:19:04"
10577342,3,"62","2020-09-07 17:26:47"
10577341,1,"58","2020-09-07 17:26:42"
10577340,1,"58","2020-09-07 15:42:42"
10577339,1,"3.5","2020-09-07 15:28:16"
10577338,2,"3.5","2020-09-07 15:21:54"
10577337,5,"58","2020-09-07 15:15:18"
10577336,5,"58","2020-09-07 15:15:11"
10577335,2,"3.5","2020-09-07 14:14:21"
10577334,3471,"68","2020-09-07 13:43:49"
10577333,1,"3.5","2020-09-07 12:48:23"
10577332,64,"58","2020-09-07 12:21:19"
10577331,1,"58","2020-09-07 11:58:12"
10577330,2,"3.5","2020-09-07 11:50:50"
10577329,1,"3.5","2020-09-07 10:35:30"
10577328,7,"3.5","2020-09-07 10:35:11"
10577327,2,"58","2020-09-07 10:15:02"
10577326,2,"3.5","2020-09-07 09:32:26"
10577325,1,"58","2020-09-07 09:05:59"
10577324,3,"3.5","2020-09-07 08:33:38"
10577323,1,"3.5","2020-09-07 06:34:43"
10577322,19,"4.9.1","2020-09-07 04:51:30"
10577321,1,"58","2020-09-07 03:17:16"
10577320,1,"58","2020-09-07 03:02:51"
10577319,33,"4.9.1","2020-09-07 02:59:47"
10577318,3,"3.5","2020-09-07 01:07:41"
10577317,1,"3.5","2020-09-07 00:28:33"
10577316,2,"3.5","2020-09-06 23:33:10"
10577315,2,"3.5","2020-09-06 22:43:46"
10577314,1,"3.5","2020-09-06 22:40:15"
10577313,4,"3.5","2020-09-06 22:14:57"
10577312,1,"3.5","2020-09-06 22:08:29"
10577311,1,"3.5","2020-09-06 21:40:38"
10577310,1188,"68","2020-09-06 21:19:23"
10577309,10,"3.5","2020-09-06 20:32:48"
10577308,8,"4.9.1","2020-09-06 20:17:31"
10577307,1,"58","2020-09-06 19:56:15"
10577306,3,"3.5","2020-09-06 19:47:16"
10577305,52,"4.9.1","2020-09-06 19:39:55"
10577304,4,"3.5","2020-09-06 19:29:34"
10577303,35,"58","2020-09-06 19:25:02"
10577302,5,"3.5","2020-09-06 19:04:31"
10577301,1,"41","2020-09-06 18:22:44"
10577300,1,"58","2020-09-06 17:58:20"
10577299,2,"3.5","2020-09-06 17:53:57"
10577298,1,"58","2020-09-06 17:53:06"
10577297,2,"3.5","2020-09-06 17:46:39"
10577296,1,"3.5","2020-09-06 17:35:46"
10577295,2,"58","2020-09-06 17:19:26"
10577294,487,"58","2020-09-06 15:58:47"
10577293,1,"58","2020-09-06 15:48:16"
10577292,1,"3.5","2020-09-06 15:22:17"
10577291,637,"65","2020-09-06 14:46:06"
10577290,1,"3.5","2020-09-06 14:06:14"
10577289,1,"58","2020-09-06 13:04:59"
10577288,1,"58","2020-09-06 13:04:53"
10577287,8,"4.9.1","2020-09-06 12:19:17"
10577286,1,"58","2020-09-06 11:43:48"
10577285,24,"4.9.1","2020-09-06 10:46:57"
10577284,1,"3.5","2020-09-06 10:41:48"
10577283,3,"3.5","2020-09-06 10:39:46"
10577282,27,"4.9.1","2020-09-06 09:28:17"
10577281,115,"4.9.1","2020-09-06 07:48:44"
10577280,3,"3.5","2020-09-06 07:05:48"
10577279,1,"3.5","2020-09-06 07:05:47"
10577278,1,"58","2020-09-06 05:01:14"
10577277,8,"4.9.1","2020-09-06 04:28:35"
10577276,9,"4.9.1","2020-09-06 03:08:39"
10577275,30,"4.9.1","2020-09-05 23:51:23"
10577274,4,"4.9.1","2020-09-05 23:18:10"
10577273,63,"58","2020-09-05 22:55:52"
10577272,45,"4.9.1","2020-09-05 22:48:52"
10577271,2,"3.5","2020-09-05 22:11:36"
10577270,1,"3.5","2020-09-05 21:03:27"
10577269,12,"58","2020-09-05 20:36:07"
10577268,1,"58","2020-09-05 20:24:27"
10577267,2,"3.5","2020-09-05 19:53:08"
10577266,1,"58","2020-09-05 19:42:06"
10577265,2,"3.5","2020-09-05 19:40:24"
10577264,3,"3.5","2020-09-05 19:28:05"
10577263,1,"3.5","2020-09-05 19:11:00"
10577262,1,"58","2020-09-05 19:08:20"
10577261,11,"4.9.1","2020-09-05 18:30:47"
10577260,1,"3.5","2020-09-05 17:57:55"
10577259,3,"3.5","2020-09-05 17:54:15"
10577258,0,"0.0.0","2020-09-05 15:16:35"
10577257,0,"0.0.0","2020-09-05 15:16:32"
10577256,0,"0.0.0","2020-09-05 15:16:29"
10577255,0,"0.0.0","2020-09-05 15:16:27"
10577254,0,"0.0.0","2020-09-05 15:16:24"
10577253,0,"0.0.0","2020-09-05 15:16:21"
10577252,0,"0.0.0","2020-09-05 15:16:19"
10577251,0,"0.0.0","2020-09-05 15:16:16"
10577250,0,"0.0.0","2020-09-05 15:16:13"
10577249,0,"0.0.0","2020-09-05 15:16:11"
10577248,0,"0.0.0","2020-09-05 15:16:08"
10577247,0,"0.0.0","2020-09-05 15:16:05"
10577246,0,"0.0.0","2020-09-05 15:16:03"
10577245,0,"0.0.0","2020-09-05 15:16:00"
10577244,0,"0.0.0","2020-09-05 15:15:57"
10577243,0,"0.0.0","2020-09-05 15:15:54"
10577242,0,"0.0.0","2020-09-05 15:15:52"
10577241,0,"0.0.0","2020-09-05 15:15:49"
10577240,0,"0.0.0","2020-09-05 15:15:46"
10577239,0,"0.0.0","2020-09-05 15:15:44"
10577238,0,"0.0.0","2020-09-05 15:15:41"
10577237,0,"0.0.0","2020-09-05 15:15:38"
10577236,0,"0.0.0","2020-09-05 15:15:36"
10577235,0,"0.0.0","2020-09-05 15:15:33"
10577234,0,"0.0.0","2020-09-05 15:15:30"
10577233,0,"0.0.0","2020-09-05 15:15:27"
10577232,0,"0.0.0","2020-09-05 15:15:25"
10577231,0,"0.0.0","2020-09-05 15:15:22"
10577230,0,"0.0.0","2020-09-05 15:15:19"
10577229,0,"0.0.0","2020-09-05 15:15:17"
10577228,0,"0.0.0","2020-09-05 15:15:14"
10577227,0,"0.0.0","2020-09-05 15:15:11"
10577226,0,"0.0.0","2020-09-05 15:15:09"
10577225,0,"0.0.0","2020-09-05 15:15:06"
10577224,0,"0.0.0","2020-09-05 15:15:03"
10577223,0,"0.0.0","2020-09-05 15:15:01"
10577222,0,"0.0.0","2020-09-05 15:14:58"
10577221,0,"0.0.0","2020-09-05 15:14:55"
10577220,0,"0.0.0","2020-09-05 15:14:52"
10577219,0,"0.0.0","2020-09-05 15:14:50"
10577218,0,"0.0.0","2020-09-05 15:14:47"
10577217,0,"0.0.0","2020-09-05 15:14:45"
10577216,0,"0.0.0","2020-09-05 15:14:42"
10577215,0,"0.0.0","2020-09-05 15:14:39"
10577214,0,"0.0.0","2020-09-05 15:14:36"
10577213,0,"0.0.0","2020-09-05 15:14:33"
10577212,0,"0.0.0","2020-09-05 15:14:31"
10577211,0,"0.0.0","2020-09-05 15:14:28"
10577210,0,"0.0.0","2020-09-05 15:14:25"
10577209,0,"0.0.0","2020-09-05 15:14:23"
10577208,0,"0.0.0","2020-09-05 15:14:20"
10577207,0,"0.0.0","2020-09-05 15:14:17"
10577206,0,"0.0.0","2020-09-05 15:14:15"
10577205,0,"0.0.0","2020-09-05 15:14:12"
10577204,0,"0.0.0","2020-09-05 15:14:09"
10577203,0,"0.0.0","2020-09-05 15:14:07"
10577202,0,"0.0.0","2020-09-05 15:14:04"
10577201,0,"0.0.0","2020-09-05 15:14:01"
10577200,0,"0.0.0","2020-09-05 15:13:59"
10577199,0,"0.0.0","2020-09-05 15:13:56"
10577198,0,"0.0.0","2020-09-05 15:13:53"
10577197,0,"0.0.0","2020-09-05 15:13:50"
10577196,0,"0.0.0","2020-09-05 15:13:48"
10577195,0,"0.0.0","2020-09-05 15:13:45"
10577194,0,"0.0.0","2020-09-05 15:13:42"
10577193,0,"0.0.0","2020-09-05 15:13:40"
10577192,0,"0.0.0","2020-09-05 15:13:37"
10577191,0,"0.0.0","2020-09-05 15:13:34"
10577190,0,"0.0.0","2020-09-05 15:13:31"
10577189,0,"0.0.0","2020-09-05 15:13:29"
10577188,0,"0.0.0","2020-09-05 15:13:26"
10577187,0,"0.0.0","2020-09-05 15:13:23"
10577186,0,"0.0.0","2020-09-05 15:13:20"
10577185,0,"0.0.0","2020-09-05 15:13:18"
10577184,0,"0.0.0","2020-09-05 15:13:15"
10577183,0,"0.0.0","2020-09-05 15:13:12"
10577182,0,"0.0.0","2020-09-05 15:13:10"
10577181,0,"0.0.0","2020-09-05 15:13:07"
10577180,0,"0.0.0","2020-09-05 15:13:04"
10577179,0,"0.0.0","2020-09-05 15:13:01"
10577178,0,"0.0.0","2020-09-05 15:12:59"
10577177,0,"0.0.0","2020-09-05 15:12:56"
10577176,0,"0.0.0","2020-09-05 15:11:43"
10577175,1,"58","2020-09-05 15:01:19"
10577174,1,"58","2020-09-05 14:48:29"
10577173,0,"0.0.0","2020-09-05 14:48:00"
10577172,1,"17","2020-09-05 14:47:21"
10577171,1,"58","2020-09-05 14:46:20"
10577170,1,"58","2020-09-05 14:45:02"
10577169,2,"3.5","2020-09-05 14:44:48"
10577168,1,"17","2020-09-05 14:42:54"
10577167,0,"0.0.0","2020-09-05 14:42:43"
10577166,61,"4.9.1","2020-09-05 14:35:44"
10577165,52,"58","2020-09-05 13:59:47"
10577164,6,"3.5","2020-09-05 12:47:57"
10577163,206,"62","2020-09-05 12:14:43"
10577162,1,"58","2020-09-05 12:14:39"
10577161,10,"4.9.1","2020-09-05 09:44:14"
10577160,0,"0.0.0","2020-09-05 07:32:11"
10577159,0,"0.0.0","2020-09-05 07:32:09"
10577158,0,"0.0.0","2020-09-05 07:32:07"
10577157,0,"0.0.0","2020-09-05 07:32:05"
10577156,0,"0.0.0","2020-09-05 07:32:03"
10577155,0,"0.0.0","2020-09-05 07:32:01"
10577154,0,"0.0.0","2020-09-05 07:31:59"
10577153,0,"0.0.0","2020-09-05 07:31:57"
10577152,0,"0.0.0","2020-09-05 07:31:55"
10577151,0,"0.0.0","2020-09-05 07:31:52"
10577150,0,"0.0.0","2020-09-05 07:31:50"
10577149,0,"0.0.0","2020-09-05 07:31:48"
10577148,0,"0.0.0","2020-09-05 07:31:46"
10577147,0,"0.0.0","2020-09-05 07:31:44"
10577146,0,"0.0.0","2020-09-05 07:31:42"
10577145,0,"0.0.0","2020-09-05 07:31:40"
10577144,0,"0.0.0","2020-09-05 07:31:38"
10577143,0,"0.0.0","2020-09-05 07:31:36"
10577142,0,"0.0.0","2020-09-05 07:31:34"
10577141,0,"0.0.0","2020-09-05 07:31:32"
10577140,0,"0.0.0","2020-09-05 07:31:29"
10577139,0,"0.0.0","2020-09-05 07:31:27"
10577138,0,"0.0.0","2020-09-05 07:31:25"
10577137,0,"0.0.0","2020-09-05 07:31:23"
10577136,0,"0.0.0","2020-09-05 07:31:21"
10577135,0,"0.0.0","2020-09-05 07:31:19"
10577134,0,"0.0.0","2020-09-05 07:31:17"
10577133,0,"0.0.0","2020-09-05 07:31:15"
10577132,0,"0.0.0","2020-09-05 07:31:13"
10577131,0,"0.0.0","2020-09-05 07:31:11"
10577130,0,"0.0.0","2020-09-05 07:31:09"
10577129,0,"0.0.0","2020-09-05 07:31:07"
10577128,0,"0.0.0","2020-09-05 07:31:05"
10577127,0,"0.0.0","2020-09-05 07:31:03"
10577126,0,"0.0.0","2020-09-05 07:31:01"
10577125,0,"0.0.0","2020-09-05 07:30:58"
10577124,0,"0.0.0","2020-09-05 07:30:56"
10577123,0,"0.0.0","2020-09-05 07:30:54"
10577122,0,"0.0.0","2020-09-05 07:30:52"
10577121,0,"0.0.0","2020-09-05 07:30:50"
10577120,0,"0.0.0","2020-09-05 07:30:48"
10577119,0,"0.0.0","2020-09-05 07:30:46"
10577118,0,"0.0.0","2020-09-05 07:30:44"
10577117,0,"0.0.0","2020-09-05 07:30:42"
10577116,0,"0.0.0","2020-09-05 07:30:40"
10577115,0,"0.0.0","2020-09-05 07:30:38"
10577114,0,"0.0.0","2020-09-05 07:30:36"
10577113,0,"0.0.0","2020-09-05 07:30:34"
10577112,0,"0.0.0","2020-09-05 07:30:31"
10577111,0,"0.0.0","2020-09-05 07:30:29"
10577110,0,"0.0.0","2020-09-05 07:30:27"
10577109,0,"0.0.0","2020-09-05 07:30:25"
10577108,0,"0.0.0","2020-09-05 07:30:23"
10577107,0,"0.0.0","2020-09-05 07:30:21"
10577106,0,"0.0.0","2020-09-05 07:30:19"
10577105,0,"0.0.0","2020-09-05 07:30:17"
10577104,0,"0.0.0","2020-09-05 07:30:15"
10577103,0,"0.0.0","2020-09-05 07:30:13"
10577102,0,"0.0.0","2020-09-05 07:30:11"
10577101,0,"0.0.0","2020-09-05 07:30:09"
10577100,0,"0.0.0","2020-09-05 07:30:07"
10577099,0,"0.0.0","2020-09-05 07:30:04"
10577098,0,"0.0.0","2020-09-05 07:30:02"
10577097,0,"0.0.0","2020-09-05 07:30:00"
10577096,1,"58","2020-09-05 07:29:59"
10577095,0,"0.0.0","2020-09-05 07:29:58"
10577094,0,"0.0.0","2020-09-05 07:29:56"
10577093,0,"0.0.0","2020-09-05 07:29:54"
10577092,0,"0.0.0","2020-09-05 07:29:52"
10577091,0,"0.0.0","2020-09-05 07:29:50"
10577090,0,"0.0.0","2020-09-05 07:29:48"
10577089,0,"0.0.0","2020-09-05 07:29:46"
10577088,0,"0.0.0","2020-09-05 07:29:44"
10577087,0,"0.0.0","2020-09-05 07:29:41"
10577086,0,"0.0.0","2020-09-05 07:29:39"
10577085,0,"0.0.0","2020-09-05 07:29:37"
10577084,0,"0.0.0","2020-09-05 07:29:35"
10577083,0,"0.0.0","2020-09-05 07:29:33"
10577082,0,"0.0.0","2020-09-05 07:29:31"
10577081,0,"0.0.0","2020-09-05 07:29:29"
10577080,0,"0.0.0","2020-09-05 07:29:27"
10577079,0,"0.0.0","2020-09-05 07:29:25"
10577078,0,"0.0.0","2020-09-05 07:29:23"
10577077,0,"0.0.0","2020-09-05 07:29:21"
10577076,0,"0.0.0","2020-09-05 07:29:19"
10577075,0,"0.0.0","2020-09-05 07:29:17"
10577074,0,"0.0.0","2020-09-05 07:29:14"
10577073,0,"0.0.0","2020-09-05 07:29:12"
10577072,0,"0.0.0","2020-09-05 07:29:10"
10577071,0,"0.0.0","2020-09-05 07:29:08"
10577070,0,"0.0.0","2020-09-05 07:29:06"
10577069,0,"0.0.0","2020-09-05 07:29:04"
10577068,0,"0.0.0","2020-09-05 07:29:02"
10577067,0,"0.0.0","2020-09-05 07:29:00"
10577066,0,"0.0.0","2020-09-05 07:28:58"
10577065,0,"0.0.0","2020-09-05 07:28:56"
10577064,0,"0.0.0","2020-09-05 07:28:54"
10577063,1,"17","2020-09-05 07:28:53"
10577062,0,"0.0.0","2020-09-05 07:28:52"
10577061,0,"0.0.0","2020-09-05 07:28:50"
10577060,0,"0.0.0","2020-09-05 07:28:47"
10577059,0,"0.0.0","2020-09-05 07:28:45"
10577058,0,"0.0.0","2020-09-05 07:28:43"
10577057,0,"0.0.0","2020-09-05 07:28:41"
10577056,0,"0.0.0","2020-09-05 07:28:39"
10577055,0,"0.0.0","2020-09-05 07:28:37"
10577054,0,"0.0.0","2020-09-05 07:28:35"
10577053,0,"0.0.0","2020-09-05 07:28:33"
10577052,0,"0.0.0","2020-09-05 07:28:31"
10577051,0,"0.0.0","2020-09-05 07:28:28"
10577050,1,"58","2020-09-05 07:28:27"
10577049,0,"0.0.0","2020-09-05 07:28:26"
10577048,0,"0.0.0","2020-09-05 07:28:24"
10577047,0,"0.0.0","2020-09-05 07:28:22"
10577046,0,"0.0.0","2020-09-05 07:28:20"
10577045,0,"0.0.0","2020-09-05 07:28:18"
10577044,0,"0.0.0","2020-09-05 07:28:16"
10577043,0,"0.0.0","2020-09-05 07:28:07"
10577042,2,"3.5","2020-09-05 06:33:10"
10577041,570,"58","2020-09-05 06:04:23"
10577040,1,"3.5","2020-09-05 06:00:53"
10577039,5,"4.9.1","2020-09-05 05:40:53"
10577038,8,"58","2020-09-05 03:30:52"
10577037,8,"3.5","2020-09-05 02:02:07"
10577036,2,"3.5","2020-09-05 00:10:11"
10577035,499,"65","2020-09-04 23:18:37"
10577034,1,"58","2020-09-04 23:18:33"
10577033,1,"3.5","2020-09-04 22:09:28"
10577032,7,"4.9.1","2020-09-04 21:53:46"
10577031,11,"4.9.1","2020-09-04 21:15:50"
10577030,18,"4.9.1","2020-09-04 20:27:57"
10577029,14,"4.9.1","2020-09-04 19:54:57"
10577028,4,"3.5","2020-09-04 19:51:00"
10577027,28,"4.9.1","2020-09-04 19:44:46"
10577026,14,"58","2020-09-04 19:39:14"
10577025,0,"0.0.0","2020-09-04 19:39:11"
10577024,494,"58","2020-09-04 19:27:55"
10577023,1,"3.5","2020-09-04 19:23:08"
10577022,7,"4.9.1","2020-09-04 17:28:48"
10577021,6,"3.5","2020-09-04 17:08:03"
10577020,6,"3.5","2020-09-04 15:18:50"
10577019,31,"58","2020-09-04 15:11:24"
10577018,20,"4.9.1","2020-09-04 15:08:00"
10577017,1,"58","2020-09-04 14:31:02"
10577016,1,"58","2020-09-04 14:06:16"
